track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,station,date,time,length,tot_score,avg_score,viewed,user_labeled,label
1040,KBUF20160602_094618_V06,8,0.000,249.899869,330.94,21.945290,-79.04,42.808949,10972.645222,KBUF,20160602,094618,10,0.43399999999999994,0.043399999999999994,true,true,non-roost
1040,KBUF20160602_095057_V06,12,-0.065,252.639029,321.62,23.968109,-79.03,42.850927,11984.054555,KBUF,20160602,095057,10,0.43399999999999994,0.043399999999999994,true,true,non-roost
1040,KBUF20160602_095523_V06,17,0.050,261.813878,329.27,24.098540,-78.97,42.816639,12049.270146,KBUF,20160602,095523,10,0.43399999999999994,0.043399999999999994,true,true,non-roost
1040,KBUF20160602_100002_V06,22,0.000,270.094237,331.72,24.943830,-78.92,42.805684,12471.915151,KBUF,20160602,100002,10,0.43399999999999994,0.043399999999999994,true,true,non-roost
1040,KBUF20160602_100428_V06,26,0.023,274.553843,334.54,34.190877,-78.89,42.793048,17095.438627,KBUF,20160602,100428,10,0.43399999999999994,0.043399999999999994,true,true,non-roost
1040,KBUF20160602_100907_V06,31,0.000,281.655569,337.46,39.702831,-78.85,42.779961,19851.415284,KBUF,20160602,100907,10,0.43399999999999994,0.043399999999999994,true,true,non-roost
1040,KBUF20160602_101346_V06,35,-0.117,272.731117,333.72,38.208288,-78.90,42.796702,19104.144045,KBUF,20160602,101346,10,0.43399999999999994,0.043399999999999994,true,true,non-roost
1045,KBUF20160602_094618_V06,8,-0.292,300.100000,381.80,26.500000,-78.74,42.580434,13250.000000,KBUF,20160602,094618,2,-0.8089999999999999,-0.40449999999999997,true,false,non-roost
1045,KBUF20160602_095057_V06,12,-0.517,300.635354,381.31,34.582828,-78.73,42.582662,17291.414141,KBUF,20160602,095057,2,-0.8089999999999999,-0.40449999999999997,true,false,non-roost
1050,KBUF20160603_094329_V06,6,-0.204,323.450000,99.20,8.750000,-78.59,43.852204,4375.000000,KBUF,20160603,094329,2,-0.656,-0.328,true,false,non-roost
1050,KBUF20160603_094747_V06,10,-0.452,322.082710,99.20,18.182710,-78.60,43.852214,9091.355140,KBUF,20160603,094747,2,-0.656,-0.328,true,false,non-roost
1051,KBUF20160603_100043_V06,23,-0.223,199.650000,308.85,23.550000,-79.35,42.907128,11775.000000,KBUF,20160603,100043,2,-0.662,-0.331,true,false,non-roost
1051,KBUF20160603_100502_V06,28,-0.439,198.924934,307.81,33.917167,-79.36,42.911784,16958.583407,KBUF,20160603,100502,2,-0.662,-0.331,true,false,non-roost
1078-1087-1088,KBUF20160605_094744_V06,11,0.499,281.600000,379.25,18.100000,-78.85,42.591857,9050.000000,KBUF,20160605,094744,2,1.069,0.5345,true,true,non-roost
1078-1087-1088,KBUF20160605_095155_V06,15,0.570,284.594269,374.05,28.868481,-78.83,42.615281,14434.240688,KBUF,20160605,095155,2,1.069,0.5345,true,true,non-roost
1094-1095,KBUF20160607_090845_V06,-28,0.265,292.550000,19.95,29.150000,-78.78,44.208906,14575.000000,KBUF,20160607,090845,4,0.792,0.198,true,true,non-roost
1094-1095,KBUF20160607_091303_V06,-23,0.242,294.698754,19.90,35.720872,-78.77,44.209128,17860.436137,KBUF,20160607,091303,4,0.792,0.198,true,true,non-roost
1094-1095,KBUF20160607_091722_V06,-19,0.132,300.238458,20.89,35.371766,-78.74,44.204679,17685.882765,KBUF,20160607,091722,4,0.792,0.198,true,true,non-roost
1094-1095,KBUF20160607_092559_V06,-11,0.153,319.800000,18.00,27.900000,-78.61,44.217624,13950.000000,KBUF,20160607,092559,4,0.792,0.198,true,true,non-roost
1096-1099,KBUF20160607_093017_V06,-6,0.319,333.000000,15.50,17.300000,-78.53,44.228756,8650.000000,KBUF,20160607,093017,4,1.498,0.3745,true,true,non-roost
1096-1099,KBUF20160607_093436_V06,-2,0.422,337.082222,16.43,25.777778,-78.50,44.224528,12888.888889,KBUF,20160607,093436,4,1.498,0.3745,true,true,non-roost
1096-1099,KBUF20160607_093854_V06,2,0.406,346.946908,18.01,25.977765,-78.44,44.217276,12988.882252,KBUF,20160607,093854,4,1.498,0.3745,true,true,non-roost
1096-1099,KBUF20160607_094313_V06,7,0.351,354.900000,16.40,20.000000,-78.39,44.224381,10000.000000,KBUF,20160607,094313,4,1.498,0.3745,true,true,non-roost
1103,KBUF20160608_091346_V06,-23,0.005,214.900000,252.90,60.900000,-79.26,43.159400,30450.000000,KBUF,20160608,091346,1,0.005,0.005,true,true,non-roost
1108-1114,KBUF20160611_091019_V06,-25,0.700,294.550000,348.40,17.550000,-78.77,42.730763,8775.000000,KBUF,20160611,091019,3,2.0789999999999997,0.693,true,true,non-roost
1108-1114,KBUF20160611_091545_V06,-20,0.690,303.488445,350.27,22.513283,-78.72,42.722328,11256.641469,KBUF,20160611,091545,3,2.0789999999999997,0.693,true,true,non-roost
1108-1114,KBUF20160611_092112_V06,-14,0.689,319.178887,356.13,22.951876,-78.62,42.695917,11475.938190,KBUF,20160611,092112,3,2.0789999999999997,0.693,true,true,non-roost
1120,KBUF20160613_090609_V06,-29,0.546,347.800000,268.20,16.300000,-78.44,43.091357,8150.000000,KBUF,20160613,090609,1,0.546,0.546,true,false,non-roost
1122,KBUF20160614_094605_V06,11,-0.012,205.550000,274.90,15.150000,-79.32,43.060112,7575.000000,KBUF,20160614,094605,1,-0.012,-0.012,true,false,non-roost
1123,KBUF20160615_094052_V06,5,-0.121,79.150000,387.00,11.950000,-80.08,42.549101,5975.000000,KBUF,20160615,094052,1,-0.121,-0.121,true,false,non-roost
1124,KBUF20160616_090911_V06,-26,0.645,316.300000,263.85,34.900000,-78.64,43.111267,17450.000000,KBUF,20160616,090911,3,1.765,0.5883333333333333,true,true,non-roost
1124,KBUF20160616_091311_V06,-22,0.610,315.205759,263.97,39.998429,-78.64,43.110755,19999.214660,KBUF,20160616,091311,3,1.765,0.5883333333333333,true,true,non-roost
1124,KBUF20160616_091710_V06,-18,0.510,316.072066,260.32,39.427362,-78.64,43.127148,19713.681011,KBUF,20160616,091710,3,1.765,0.5883333333333333,true,true,non-roost
1133,KBUF20160617_091027_V06,-25,-0.411,464.700000,194.15,26.300000,-77.72,43.420503,13150.000000,KBUF,20160617,091027,3,-1.658,-0.5526666666666666,true,false,non-roost
1133,KBUF20160617_091446_V06,-21,-0.642,465.456614,195.71,35.140564,-77.72,43.413434,17570.282187,KBUF,20160617,091446,3,-1.658,-0.5526666666666666,true,false,non-roost
1133,KBUF20160617_091906_V06,-16,-0.605,460.065167,190.82,39.714675,-77.75,43.435759,19857.337730,KBUF,20160617,091906,3,-1.658,-0.5526666666666666,true,false,non-roost
1134,KBUF20160617_091906_V06,-16,-0.276,386.150000,243.80,11.750000,-78.21,43.200325,5875.000000,KBUF,20160617,091906,2,-0.761,-0.3805,true,false,non-roost
1134,KBUF20160617_092325_V06,-12,-0.485,386.522881,243.34,21.224200,-78.20,43.202365,10612.099812,KBUF,20160617,092325,2,-0.761,-0.3805,true,false,non-roost
1135,KBUF20160617_092744_V06,-8,-0.295,213.150000,308.05,24.050000,-79.27,42.911143,12025.000000,KBUF,20160617,092744,2,-0.764,-0.382,true,false,non-roost
1135,KBUF20160617_093203_V06,-3,-0.469,213.688770,306.28,35.740285,-79.27,42.919117,17870.142602,KBUF,20160617,093203,2,-0.764,-0.382,true,false,non-roost
1136-1137,KBUF20160617_094042_V06,5,0.160,428.400000,225.40,55.200000,-77.95,43.281635,27600.000000,KBUF,20160617,094042,2,0.309,0.1545,true,true,non-roost
1136-1137,KBUF20160617_094501_V06,10,0.149,445.500000,226.20,54.600000,-77.84,43.277262,27300.000000,KBUF,20160617,094501,2,0.309,0.1545,true,true,non-roost
1138,KBUF20160617_095340_V06,18,0.093,429.850000,43.25,28.450000,-77.93,44.101232,14225.000000,KBUF,20160617,095340,1,0.093,0.093,true,false,non-roost
1140,KBUF20160617_100218_V06,27,-0.196,236.300000,213.40,8.700000,-79.13,43.337694,4350.000000,KBUF,20160617,100218,4,-1.324,-0.331,true,false,non-roost
1140,KBUF20160617_100638_V06,31,-0.401,235.567396,214.47,18.920477,-79.13,43.332856,9460.238569,KBUF,20160617,100638,4,-1.324,-0.331,true,false,non-roost
1140,KBUF20160617_101057_V06,35,-0.395,228.857916,217.67,21.469723,-79.18,43.318325,10734.861648,KBUF,20160617,101057,4,-1.324,-0.331,true,false,non-roost
1140,KBUF20160617_101516_V06,40,-0.332,225.573293,205.89,26.091736,-79.20,43.371228,13045.868021,KBUF,20160617,101516,4,-1.324,-0.331,true,false,non-roost
1142,KBUF20160618_090753_V06,-28,0.130,362.150000,264.85,19.150000,-78.36,43.106175,9575.000000,KBUF,20160618,090753,2,0.309,0.1545,true,true,non-roost
1142,KBUF20160618_091213_V06,-23,0.179,363.243558,261.71,26.469018,-78.35,43.120275,13234.509202,KBUF,20160618,091213,2,0.309,0.1545,true,true,non-roost
1143,KBUF20160618_092512_V06,-10,0.108,463.300000,43.60,32.600000,-77.72,44.098007,16300.000000,KBUF,20160618,092512,2,0.255,0.1275,true,true,non-roost
1143,KBUF20160618_092932_V06,-6,0.147,464.352991,43.66,39.601709,-77.71,44.097695,19800.854701,KBUF,20160618,092932,2,0.255,0.1275,true,true,non-roost
1145,KBUF20160618_093351_V06,-2,0.017,465.200000,101.15,49.600000,-77.71,43.838956,24800.000000,KBUF,20160618,093351,2,-0.249,-0.1245,true,false,non-roost
1145,KBUF20160618_093811_V06,3,-0.266,463.972560,102.09,59.788766,-77.72,43.834785,29894.383057,KBUF,20160618,093811,2,-0.249,-0.1245,true,false,non-roost
1146,KBUF20160619_091719_V06,-18,0.211,437.800000,252.90,61.400000,-77.89,43.157465,30700.000000,KBUF,20160619,091719,1,0.211,0.211,true,false,non-roost
1147,KBUF20160619_091719_V06,-18,0.215,355.600000,250.15,12.600000,-78.40,43.172460,6300.000000,KBUF,20160619,091719,2,0.499,0.2495,true,true,non-roost
1147,KBUF20160619_092138_V06,-14,0.284,358.543662,250.15,21.297384,-78.38,43.172405,10648.692153,KBUF,20160619,092138,2,0.499,0.2495,true,true,non-roost
1148,KBUF20160619_092138_V06,-14,-0.088,394.200000,236.75,12.200000,-78.16,43.231813,6100.000000,KBUF,20160619,092138,2,-0.384,-0.192,true,false,non-roost
1148,KBUF20160619_092557_V06,-10,-0.296,394.245596,236.13,20.560622,-78.16,43.234582,10280.310881,KBUF,20160619,092557,2,-0.384,-0.192,true,false,non-roost
1149,KBUF20160619_093436_V06,-1,-0.123,156.050000,208.15,33.650000,-79.62,43.358563,16825.000000,KBUF,20160619,093436,2,-0.5740000000000001,-0.28700000000000003,true,false,non-roost
1149,KBUF20160619_093854_V06,3,-0.451,156.295755,209.36,41.923637,-79.62,43.353134,20961.818588,KBUF,20160619,093854,2,-0.5740000000000001,-0.28700000000000003,true,false,non-roost
1150,KBUF20160619_100449_V06,29,-0.321,144.200000,210.40,28.300000,-79.70,43.347850,14150.000000,KBUF,20160619,100449,2,-0.919,-0.4595,true,false,non-roost
1150,KBUF20160619_100908_V06,34,-0.598,144.930431,211.33,37.900240,-79.69,43.343710,18950.119808,KBUF,20160619,100908,2,-0.919,-0.4595,true,false,non-roost
1151,KBUF20160620_095831_V06,23,-0.272,132.400000,368.25,34.000000,-79.76,42.636849,17000.000000,KBUF,20160620,095831,4,-0.754,-0.1885,true,false,non-roost
1151,KBUF20160620_100251_V06,27,0.000,132.400000,368.25,44.800000,-79.76,42.636849,22400.000000,KBUF,20160620,100251,4,-0.754,-0.1885,true,false,non-roost
1151,KBUF20160620_100713_V06,32,0.000,132.400000,368.25,58.300000,-79.76,42.636849,29150.000000,KBUF,20160620,100713,4,-0.754,-0.1885,true,false,non-roost
1151,KBUF20160620_101659_V06,41,-0.482,121.244517,387.22,65.723756,-79.83,42.550827,32861.878178,KBUF,20160620,101659,4,-0.754,-0.1885,true,false,non-roost
1152,KBUF20160621_090923_V06,-27,0.494,359.450000,283.05,27.650000,-78.37,43.024317,13825.000000,KBUF,20160621,090923,2,0.952,0.476,true,true,non-roost
1152,KBUF20160621_091506_V06,-21,0.458,354.582244,285.61,32.679123,-78.40,43.012893,16339.561664,KBUF,20160621,091506,2,0.952,0.476,true,true,non-roost
1154,KBUF20160621_095724_V06,21,0.035,206.100000,275.25,15.200000,-79.31,43.058554,7600.000000,KBUF,20160621,095724,1,0.035,0.035,true,false,non-roost
1164,KBUF20160624_091534_V06,-22,0.643,350.150000,267.55,11.950000,-78.43,43.094245,5975.000000,KBUF,20160624,091534,2,1.22,0.61,true,true,other-roost
1164,KBUF20160624_092522_V06,-12,0.577,350.400197,266.72,25.272581,-78.43,43.097994,12636.290323,KBUF,20160624,092522,2,1.22,0.61,true,true,other-roost
1172-1175,KBUF20160625_094117_V06,4,0.403,331.650000,422.35,34.250000,-78.54,42.397750,17125.000000,KBUF,20160625,094117,6,0.616,0.10266666666666667,true,true,non-roost
1172-1175,KBUF20160625_094449_V06,7,0.390,332.855674,422.99,38.449291,-78.54,42.394864,19224.645390,KBUF,20160625,094449,6,0.616,0.10266666666666667,true,true,non-roost
1172-1175,KBUF20160625_095033_V06,13,0.132,334.000000,422.05,30.500000,-78.53,42.399076,15250.000000,KBUF,20160625,095033,6,0.616,0.10266666666666667,true,true,non-roost
1172-1175,KBUF20160625_095618_V06,19,-0.035,337.875839,423.46,45.361074,-78.51,42.392686,22680.536913,KBUF,20160625,095618,6,0.616,0.10266666666666667,true,true,non-roost
1172-1175,KBUF20160625_100202_V06,25,0.000,341.197987,424.67,60.413423,-78.49,42.387206,30206.711409,KBUF,20160625,100202,6,0.616,0.10266666666666667,true,true,non-roost
1172-1175,KBUF20160625_100746_V06,30,-0.274,350.322497,432.52,64.122221,-78.43,42.351708,32061.110361,KBUF,20160625,100746,6,0.616,0.10266666666666667,true,true,non-roost
1182,KBUF20160628_091722_V06,-21,0.131,389.400000,267.65,51.600000,-78.19,43.092894,25800.000000,KBUF,20160628,091722,5,0.63,0.126,true,true,non-roost
1182,KBUF20160628_092054_V06,-18,0.223,391.316667,268.67,57.550000,-78.18,43.088261,28775.000000,KBUF,20160628,092054,5,0.63,0.126,true,true,non-roost
1182,KBUF20160628_092607_V06,-12,0.152,390.230721,268.45,54.678453,-78.18,43.089283,27339.226662,KBUF,20160628,092607,5,0.63,0.126,true,true,non-roost
1182,KBUF20160628_093138_V06,-7,0.089,394.131638,270.00,59.721600,-78.16,43.082159,29860.799872,KBUF,20160628,093138,5,0.63,0.126,true,true,non-roost
1182,KBUF20160628_093650_V06,-2,0.035,391.032606,268.69,60.774976,-78.18,43.088164,30387.488140,KBUF,20160628,093650,5,0.63,0.126,true,true,non-roost
1207,KBUF20160630_091201_V06,-27,0.055,350.100000,271.85,18.600000,-78.43,43.074893,9300.000000,KBUF,20160630,091201,1,0.055,0.055,true,false,non-roost
1208,KBUF20160701_091318_V06,-27,0.541,373.150000,261.35,31.250000,-78.29,43.121682,15625.000000,KBUF,20160701,091318,1,0.541,0.541,true,false,non-roost
1210,KBUF20160702_091332_V06,-27,0.012,363.350000,292.20,34.650000,-78.35,42.983058,17325.000000,KBUF,20160702,091332,1,0.012,0.012,true,false,non-roost
1214,KBUF20160703_101043_V06,29,0.025,77.900000,436.10,49.800000,-80.08,42.328042,24900.000000,KBUF,20160703,101043,1,0.025,0.025,true,false,non-roost
1216,KBUF20160704_093513_V06,-6,0.451,396.800000,262.00,35.200000,-78.14,43.118095,17600.000000,KBUF,20160704,093513,1,0.451,0.451,true,false,non-roost
1218,KBUF20160705_092220_V06,-20,-0.023,149.350000,174.20,11.750000,-79.67,43.511012,5875.000000,KBUF,20160705,092220,1,-0.023,-0.023,true,false,non-roost
1220,KBUF20160705_093514_V06,-7,-0.092,236.050000,274.75,15.850000,-79.13,43.061581,7925.000000,KBUF,20160705,093514,2,-0.45499999999999996,-0.22749999999999998,true,false,non-roost
1220,KBUF20160705_093932_V06,-3,-0.363,236.462897,274.34,24.543167,-79.13,43.063448,12271.583253,KBUF,20160705,093932,2,-0.45499999999999996,-0.22749999999999998,true,false,non-roost
1222,KBUF20160705_100940_V06,27,0.046,337.100000,107.85,25.700000,-78.51,43.813140,12850.000000,KBUF,20160705,100940,1,0.046,0.046,true,false,non-roost
1228,KBUF20160707_091730_V06,-26,0.013,77.350000,384.40,59.850000,-80.09,42.560672,29925.000000,KBUF,20160707,091730,5,-0.483,-0.09659999999999999,true,false,non-roost
1228,KBUF20160707_092134_V06,-22,-0.116,78.822329,383.58,66.148069,-80.08,42.564474,33074.034749,KBUF,20160707,092134,5,-0.483,-0.09659999999999999,true,false,non-roost
1228,KBUF20160707_092538_V06,-18,-0.079,80.302390,386.19,64.690123,-80.07,42.552819,32345.061654,KBUF,20160707,092538,5,-0.483,-0.09659999999999999,true,false,non-roost
1228,KBUF20160707_092948_V06,-14,0.000,81.685722,388.05,65.355424,-80.07,42.544572,32677.711973,KBUF,20160707,092948,5,-0.483,-0.09659999999999999,true,false,non-roost
1228,KBUF20160707_093352_V06,-10,-0.301,85.137283,393.23,59.702565,-80.04,42.521499,29851.282734,KBUF,20160707,093352,5,-0.483,-0.09659999999999999,true,false,non-roost
1230,KBUF20160707_091730_V06,-26,-0.079,364.150000,281.20,30.250000,-78.34,43.032548,15125.000000,KBUF,20160707,091730,2,-0.337,-0.1685,true,false,non-roost
1230,KBUF20160707_092134_V06,-22,-0.258,363.699083,282.23,40.883873,-78.35,43.027911,20441.936354,KBUF,20160707,092134,2,-0.337,-0.1685,true,false,non-roost
1241,KBUF20160708_091657_V06,-28,0.597,349.850000,253.60,8.750000,-78.43,43.157033,4375.000000,KBUF,20160708,091657,5,2.7379999999999995,0.5475999999999999,true,true,other-roost
1241,KBUF20160708_092108_V06,-23,0.566,350.183932,252.74,15.404399,-78.43,43.160910,7702.199282,KBUF,20160708,092108,5,2.7379999999999995,0.5475999999999999,true,true,other-roost
1241,KBUF20160708_092518_V06,-19,0.618,351.999509,251.44,22.420709,-78.42,43.166707,11210.354646,KBUF,20160708,092518,5,2.7379999999999995,0.5475999999999999,true,true,other-roost
1241,KBUF20160708_092930_V06,-15,0.532,355.711619,249.40,25.027240,-78.39,43.175842,12513.620003,KBUF,20160708,092930,5,2.7379999999999995,0.5475999999999999,true,true,other-roost
1241,KBUF20160708_093341_V06,-11,0.425,357.775486,248.49,25.413580,-78.38,43.179896,12706.789871,KBUF,20160708,093341,5,2.7379999999999995,0.5475999999999999,true,true,other-roost
1247,KBUF20160708_100143_V06,17,0.196,358.200000,518.20,58.500000,-78.39,41.965911,29250.000000,KBUF,20160708,100143,1,0.196,0.196,true,false,non-roost
1256,KBUF20160710_091953_V06,-27,0.344,308.000000,365.50,34.500000,-78.69,42.653791,17250.000000,KBUF,20160710,091953,5,0.571,0.1142,true,true,non-roost
1256,KBUF20160710_092411_V06,-22,0.349,309.604706,368.38,37.350588,-78.68,42.640818,18675.294118,KBUF,20160710,092411,5,0.571,0.1142,true,true,non-roost
1256,KBUF20160710_092831_V06,-18,0.000,310.640000,370.24,41.280000,-78.67,42.632448,20640.000000,KBUF,20160710,092831,5,0.571,0.1142,true,true,non-roost
1256,KBUF20160710_093248_V06,-14,0.000,311.675294,372.10,45.209412,-78.67,42.624077,22604.705882,KBUF,20160710,093248,5,0.571,0.1142,true,true,non-roost
1256,KBUF20160710_093706_V06,-9,-0.122,315.256662,366.87,51.606893,-78.64,42.647583,25803.446363,KBUF,20160710,093706,5,0.571,0.1142,true,true,non-roost
1259-1261,KBUF20160710_092831_V06,-18,0.084,235.400000,278.20,12.000000,-79.13,43.046041,6000.000000,KBUF,20160710,092831,4,-0.26899999999999996,-0.06724999999999999,true,false,swallow-roost
1259-1261,KBUF20160710_093248_V06,-14,0.191,236.753846,278.35,18.442308,-79.13,43.045403,9221.153846,KBUF,20160710,093248,4,-0.26899999999999996,-0.06724999999999999,true,false,swallow-roost
1259-1261,KBUF20160710_093706_V06,-9,-0.193,233.650000,296.95,25.050000,-79.14,42.961615,12525.000000,KBUF,20160710,093706,4,-0.26899999999999996,-0.06724999999999999,true,false,swallow-roost
1259-1261,KBUF20160710_094125_V06,-5,-0.351,235.227963,297.24,33.471622,-79.13,42.960363,16735.810811,KBUF,20160710,094125,4,-0.26899999999999996,-0.06724999999999999,true,false,swallow-roost
1262,KBUF20160710_095421_V06,8,0.560,166.450000,332.70,23.450000,-79.55,42.798518,11725.000000,KBUF,20160710,095421,5,2.657,0.5314,true,false,swallow-roost
1262,KBUF20160710_095839_V06,12,0.629,169.822024,336.27,28.258929,-79.53,42.782603,14129.464286,KBUF,20160710,095839,5,2.657,0.5314,true,false,swallow-roost
1262,KBUF20160710_100507_V06,19,0.562,170.202460,338.85,26.971468,-79.53,42.770994,13485.733979,KBUF,20160710,100507,5,2.657,0.5314,true,false,swallow-roost
1262,KBUF20160710_100926_V06,23,0.356,172.978113,342.93,29.802762,-79.51,42.752772,14901.381051,KBUF,20160710,100926,5,2.657,0.5314,true,false,swallow-roost
1262,KBUF20160710_101343_V06,27,0.550,166.610034,342.30,30.407591,-79.55,42.755304,15203.795294,KBUF,20160710,101343,5,2.657,0.5314,true,false,swallow-roost
1264,KBUF20160711_092501_V06,-21,-0.239,349.300000,262.20,11.300000,-78.43,43.118337,5650.000000,KBUF,20160711,092501,2,-0.653,-0.3265,true,false,non-roost
1264,KBUF20160711_093449_V06,-12,-0.414,349.641692,261.83,23.377946,-78.43,43.119988,11688.972810,KBUF,20160711,093449,2,-0.653,-0.3265,true,false,non-roost
1265,KBUF20160711_093449_V06,-12,-0.120,237.200000,275.10,15.000000,-79.12,43.060030,7500.000000,KBUF,20160711,093449,2,-0.47,-0.235,true,false,non-roost
1265,KBUF20160711_094436_V06,-2,-0.350,242.655038,269.27,34.822319,-79.09,43.086369,17411.159263,KBUF,20160711,094436,2,-0.47,-0.235,true,false,non-roost
1266-1267,KBUF20160711_094436_V06,-2,0.052,297.250000,116.70,58.150000,-78.75,43.773543,29075.000000,KBUF,20160711,094436,4,-1.141,-0.28525,true,false,non-roost
1266-1267,KBUF20160711_095423_V06,8,-0.339,283.296883,122.22,73.490546,-78.84,43.748676,36745.273055,KBUF,20160711,095423,4,-1.141,-0.28525,true,false,non-roost
1266-1267,KBUF20160711_100635_V06,20,-0.329,251.950000,125.45,57.650000,-79.04,43.733783,28825.000000,KBUF,20160711,100635,4,-1.141,-0.28525,true,false,non-roost
1266-1267,KBUF20160711_101053_V06,24,-0.525,250.292326,124.52,65.421163,-79.05,43.737946,32710.581395,KBUF,20160711,101053,4,-1.141,-0.28525,true,false,non-roost
1271,KBUF20160712_094025_V06,-7,0.025,235.900000,269.10,8.600000,-79.13,43.087007,4300.000000,KBUF,20160712,094025,1,0.025,0.025,true,false,non-roost
1273,KBUF20160712_100221_V06,15,0.599,160.600000,317.20,26.200000,-79.59,42.868015,13100.000000,KBUF,20160712,100221,3,1.552,0.5173333333333333,true,true,other-roost
1273,KBUF20160712_100640_V06,19,0.547,157.597519,317.17,30.449132,-79.61,42.868000,15224.565757,KBUF,20160712,100640,3,1.552,0.5173333333333333,true,true,other-roost
1273,KBUF20160712_101059_V06,23,0.406,157.425746,313.33,33.885687,-79.61,42.885299,16942.843615,KBUF,20160712,101059,3,1.552,0.5173333333333333,true,true,other-roost
1277,KBUF20160713_095545_V06,7,0.048,185.150000,299.15,25.950000,-79.44,42.950273,12975.000000,KBUF,20160713,095545,2,0.135,0.0675,true,false,non-roost
1277,KBUF20160713_095942_V06,11,0.087,186.150000,299.90,32.500000,-79.43,42.946935,16250.000000,KBUF,20160713,095942,2,0.135,0.0675,true,false,non-roost
1293,KBUF20160715_093543_V06,-15,-0.033,156.250000,204.55,45.050000,-79.62,43.374773,22525.000000,KBUF,20160715,093543,2,-0.46399999999999997,-0.23199999999999998,true,false,non-roost
1293,KBUF20160715_094001_V06,-10,-0.431,158.132944,203.58,57.564883,-79.61,43.379239,28782.441673,KBUF,20160715,094001,2,-0.46399999999999997,-0.23199999999999998,true,false,non-roost
1294,KBUF20160716_092825_V06,-22,-0.072,234.750000,254.15,30.950000,-79.14,43.154266,15475.000000,KBUF,20160716,092825,1,-0.072,-0.072,true,false,non-roost
1296,KBUF20160716_093812_V06,-12,-0.037,237.500000,278.70,11.700000,-79.12,43.043834,5850.000000,KBUF,20160716,093812,2,-0.088,-0.044,true,false,non-roost
1296,KBUF20160716_094759_V06,-3,-0.051,239.025201,287.44,33.775749,-79.11,43.004538,16887.874361,KBUF,20160716,094759,2,-0.088,-0.044,true,false,non-roost
1297,KBUF20160716_095746_V06,7,0.048,262.750000,437.65,24.650000,-78.96,42.328819,12325.000000,KBUF,20160716,095746,2,-0.235,-0.1175,true,false,non-roost
1297,KBUF20160716_100733_V06,17,-0.283,259.414533,432.93,37.290533,-78.98,42.350025,18645.266667,KBUF,20160716,100733,2,-0.235,-0.1175,true,false,non-roost
1298,KBUF20160716_100733_V06,17,0.119,349.250000,262.90,12.350000,-78.43,43.115188,6175.000000,KBUF,20160716,100733,3,-0.07900000000000001,-0.026333333333333337,true,false,non-roost
1298,KBUF20160716_101106_V06,21,0.022,350.895669,264.55,19.529528,-78.42,43.107754,9764.763780,KBUF,20160716,101106,3,-0.07900000000000001,-0.026333333333333337,true,false,non-roost
1298,KBUF20160716_101525_V06,25,-0.220,354.145882,265.38,27.117624,-78.40,43.103942,13558.812125,KBUF,20160716,101525,3,-0.07900000000000001,-0.026333333333333337,true,false,non-roost
1301,KBUF20160717_094930_V06,-2,-0.293,265.350000,449.55,16.650000,-78.95,42.275284,8325.000000,KBUF,20160717,094930,4,-1.509,-0.37725,true,false,non-roost
1301,KBUF20160717_095917_V06,8,-0.622,266.329520,441.77,36.846304,-78.94,42.310329,18423.151848,KBUF,20160717,095917,4,-1.509,-0.37725,true,false,non-roost
1301,KBUF20160717_100904_V06,18,0.000,267.253596,434.42,57.427722,-78.94,42.343390,28713.861139,KBUF,20160717,100904,4,-1.509,-0.37725,true,false,non-roost
1301,KBUF20160717_101851_V06,27,-0.594,276.900607,446.08,60.814090,-78.88,42.291013,30407.044909,KBUF,20160717,101851,4,-1.509,-0.37725,true,false,non-roost
1303,KBUF20160719_092643_V06,-27,-0.149,355.000000,275.20,10.100000,-78.40,43.059731,5050.000000,KBUF,20160719,092643,2,-0.43099999999999994,-0.21549999999999997,true,false,non-roost
1303,KBUF20160719_093630_V06,-17,-0.282,355.242147,270.90,28.564306,-78.40,43.079071,14282.153055,KBUF,20160719,093630,2,-0.43099999999999994,-0.21549999999999997,true,false,non-roost
1304,KBUF20160719_093630_V06,-17,0.419,235.450000,277.70,15.450000,-79.13,43.048292,7725.000000,KBUF,20160719,093630,1,0.419,0.419,true,false,non-roost
1307,KBUF20160719_100552_V06,12,0.343,460.250000,310.90,24.950000,-77.76,42.895346,12475.000000,KBUF,20160719,100552,2,0.785,0.3925,true,true,non-roost
1307,KBUF20160719_100924_V06,16,0.442,460.693325,306.02,29.432620,-77.75,42.917269,14716.309824,KBUF,20160719,100924,2,0.785,0.3925,true,true,non-roost
1309,KBUF20160720_092829_V06,-26,0.558,354.550000,260.40,11.750000,-78.40,43.126348,5875.000000,KBUF,20160720,092829,4,2.466,0.6165,true,true,other-roost
1309,KBUF20160720_093816_V06,-16,0.688,351.470208,262.70,14.065698,-78.42,43.116058,7032.849089,KBUF,20160720,093816,4,2.466,0.6165,true,true,other-roost
1309,KBUF20160720_094804_V06,-6,0.620,348.694917,274.43,24.536147,-78.44,43.063319,12268.073334,KBUF,20160720,094804,4,2.466,0.6165,true,true,other-roost
1309,KBUF20160720_095751_V06,3,0.600,354.005517,262.23,25.038217,-78.41,43.118116,12519.108324,KBUF,20160720,095751,4,2.466,0.6165,true,true,other-roost
